별점,날짜,내용,정제된_내용,요일,리뷰길이,tfidf_같이,tfidf_계속,tfidf_공간,tfidf_공간이,tfidf_공포,tfidf_공포영화,tfidf_그냥,tfidf_기분,tfidf_끝나고,tfidf_너무,tfidf_느낌,tfidf_뭔가,tfidf_백룸,tfidf_보고,tfidf_보는,tfidf_봤는데,tfidf_영화,tfidf_영화가,tfidf_영화는,tfidf_영화를,tfidf_오랜만에,tfidf_이거,tfidf_이런,tfidf_있는,tfidf_재밌게,tfidf_정말,tfidf_주는,tfidf_진짜,tfidf_추천,tfidf_하는
10,2026-06-05 13:52:00,주인공이랑 같이 가위눌린 기분임ㅋㅋㅋ 탈출각 날카롭게 재면서 보다가 머리 쥐나는 줄 알았다,주인공이랑 같이 가위눌린 기분임 탈출각 날카롭게 재면서 보다가 머리 쥐나는 줄 알았다,Friday,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-05 13:42:00,영화 끝나고 극장 엘리베이터 타는데 순간 문 안 열릴 것 같아서 심장 쿵쾅거림 후유증 대박이다,영화 끝나고 극장 엘리베이터 타는데 순간 문 안 열릴 것 같아서 심장 쿵쾅거림 후유증 대박이다,Friday,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8393848488845664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435375566260657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-05 13:40:00,고어 영화는 잔인해서 불쾌한데 이건 그냥 상황 자체가  기분 나쁘고 기괴함 근데 묘하게 계속 보게 됨,고어 영화는 잔인해서 불쾌한데 이건 그냥 상황 자체가  기분 나쁘고 기괴함 근데 묘하게 계속 보게 됨,Friday,56,0.0,0.48109499995195615,0.0,0.0,0.0,0.0,0.487163878178462,0.5153731448277782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5153731448277782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-05 12:49:00,공간이 주는 기괴함이 ㄹㅇ 미쳤음 사방이 벽인데 숨막혀서 중간에 나갈까 진심으로 고민했다,공간이 주는 기괴함이  미쳤음 사방이 벽인데 숨막혀서 중간에 나갈까 진심으로 고민했다,Friday,49,0.0,0.0,0.0,0.7258217452965527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6878828345399137,0.0,0.0,0.0
8,2026-06-05 01:42:00,"긴장감 있고, 괜찮은 영화임.",긴장감 있고 괜찮은 영화임,Friday,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 23:45:00,진짜 스크린 안으로 빨려 들어가는 줄... 나중엔 나도 주인공이랑 같이 숨 참으면서 단서 찾고 있더라ㅋㅋㅋ,진짜 스크린 안으로 빨려 들어가는 줄 나중엔 나도 주인공이랑 같이 숨 참으면서 단서 찾고 있더라,Thursday,59,0.8393848488845664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435375566260657,0.0,0.0
7,2026-06-04 23:08:00,내면의 심연을 미지의 공간으로 표현하는 뛰어난 상상력과 긴장감,내면의 심연을 미지의 공간으로 표현하는 뛰어난 상상력과 긴장감,Thursday,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 21:43:00,영화 시작할 때 콜라 한 모금 마시고 엔딩 크레딧 올라갈 때까지 손도 못 댐... 몰입감 진짜 미친놈임,영화 시작할 때 콜라 한 모금 마시고 엔딩 크레딧 올라갈 때까지 손도 못 댐 몰입감 진짜 미친놈임,Thursday,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0
10,2026-06-04 21:40:00,킬링타임으로 봤는데 재밌었어요!! 무서운거 좋아하시고 영화 좋아하시면 추천!,킬링타임으로 봤는데 재밌었어요 무서운거 좋아하시고 영화 좋아하시면 추천,Thursday,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643166497180815,0.3979424580304873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542007772853948,0.0
10,2026-06-04 19:51:00,방탈출 매니아들은 이거 보면 백퍼 심장 뜀연출이 진짜 영리해서 스케일 큰 방탈출 테마 하나 제대로 깨고 나온 기분임,방탈출 매니아들은 이거 보면 백퍼 심장 뜀연출이 진짜 영리해서 스케일 큰 방탈출 테마 하나 제대로 깨고 나온 기분임,Thursday,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8359634149144446,0.0,0.0,0.0,0.0,0.0,0.5487851755692568,0.0,0.0
10,2026-06-04 19:42:00,소리만 지르는 뻔한 깜놀 영화들 싹 다 반성해야 됨 피 한 방울 안 묻히고 사람 정신을 이렇게 말려 죽일 수가 있네,소리만 지르는 뻔한 깜놀 영화들 싹 다 반성해야 됨 피 한 방울 안 묻히고 사람 정신을 이렇게 말려 죽일 수가 있네,Thursday,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 17:11:00,대놓고 ‘나 무섭지?’ 하면서 귀신 튀어나오는 양산형 공포 영화에 질린 사람들 제발 이거 보셈 결이 아예 다름,대놓고 나 무섭지 하면서 귀신 튀어나오는 양산형 공포 영화에 질린 사람들 제발 이거 보셈 결이 아예 다름,Thursday,61,0.0,0.0,0.0,0.0,0.6739677450165281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7387607722919077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 15:38:00,평소에 리미널 스페이스나 백룸 감성 좋아하면 무조건 취향 저격임 연출 변태같이 잘함,평소에 리미널 스페이스나 백룸 감성 좋아하면 무조건 취향 저격임 연출 변태같이 잘함,Thursday,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 15:08:00,재밌게 잘 보고 왔어요 기대 안했는데 존잼이였어요 두시간 술술 지나감 개인적으로 군체보다 더 재미있었음 기대의 차이가 달라서 그럴수도,재밌게 잘 보고 왔어요 기대 안했는데 존잼이였어요 두시간 술술 지나감 개인적으로 군체보다 더 재미있었음 기대의 차이가 달라서 그럴수도,Thursday,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6815057990787114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731812712257779,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 14:49:00,자극적인 맛 하나도 없는데 오직 연출이랑 분위기만으로 극장 안을 얼려버림 간만에 돈 안 아까운 진짜 공포 영화다,자극적인 맛 하나도 없는데 오직 연출이랑 분위기만으로 극장 안을 얼려버림 간만에 돈 안 아까운 진짜 공포 영화다,Thursday,62,0.0,0.0,0.0,0.0,0.8116954999201337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5840808295171177,0.0,0.0
10,2026-06-04 14:32:00,주인공이 삽질할 때마다 속터지는데 또 내가 저 상황이면 저랬겠다 싶어서 대가리 빡빡 치면서 봄,주인공이 삽질할 때마다 속터지는데 또 내가 저 상황이면 저랬겠다 싶어서 대가리 빡빡 치면서 봄,Thursday,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2026-06-04 14:26:00,기승전결에 기승만 있음 ㅈㄴ게 질질끔 영화관 뛰쳐나가고싶은거 그래도 뒤에 뭐가 있겠지하고 참았는데 뭐 없음 그나마 봐줄만한건 창의성정도? 세상에 재밌는 영화가 얼마나 많은데 이게 재밌다고하냐 절대 8점대 영화아님 댓글알바 많이 푸시나봄ㅎ,기승전결에 기승만 있음 게 질질끔 영화관 뛰쳐나가고싶은거 그래도 뒤에 뭐가 있겠지하고 참았는데 뭐 없음 그나마 봐줄만한건 창의성정도 세상에 재밌는 영화가 얼마나 많은데 이게 재밌다고하냐 절대 점대 영화아님 댓글알바 많이 푸시나봄,Thursday,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 14:20:00,묘하게 기분 나쁘고 불쾌한데 끝까지 보게 만드는 중독성이 장난 아님 감독이 공간 변태인 게 확실함,묘하게 기분 나쁘고 불쾌한데 끝까지 보게 만드는 중독성이 장난 아님 감독이 공간 변태인 게 확실함,Thursday,54,0.0,0.0,0.6965969052080535,0.0,0.0,0.0,0.0,0.7174627179544328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 14:19:00,비주얼이 진짜 미쳤음 인터넷 짤로만 보던 그 이상하고 기괴한 공간감을 스크린으로 대리 체험하는 느낌,비주얼이 진짜 미쳤음 인터넷 짤로만 보던 그 이상하고 기괴한 공간감을 스크린으로 대리 체험하는 느낌,Thursday,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8393848488845664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435375566260657,0.0,0.0
10,2026-06-04 14:04:00,진짜 스크린 안으로 빨려 들어가는 줄... 나중엔 나도 주인공이랑 같이 숨 참으면서 단서 찾고 있더라ㅋㅋㅋ,진짜 스크린 안으로 빨려 들어가는 줄 나중엔 나도 주인공이랑 같이 숨 참으면서 단서 찾고 있더라,Thursday,59,0.8393848488845664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435375566260657,0.0,0.0
10,2026-06-04 13:56:00,"잔인한 장면은 눈 감으면 그만인데, 이건 눈을 뜨고 있는데도 사방이 다 막혀있으니까 탈출구가 안 보여서 미치겠음",잔인한 장면은 눈 감으면 그만인데 이건 눈을 뜨고 있는데도 사방이 다 막혀있으니까 탈출구가 안 보여서 미치겠음,Thursday,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2026-06-04 13:28:00,백룸 무슨말을 하고싶은지 모르겠으나 그냥저냥봤어요,백룸 무슨말을 하고싶은지 모르겠으나 그냥저냥봤어요,Thursday,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 13:21:00,"빽룸에 대한 지식을 전혀 모르고도 집중하여 몰입할수 있었습니다.예전에 본 끊임없이 이어져있는 큐브를 탈출하던 영화가 생각났습니다.영화가 끝난순간은 다시금 빽룸이 가지고 있는 의미에 대해 생각해야 했습니다. 쫌,,난해하긴함..엘베를 같이 탄 여고생 두명이 하는 말이 기억에 남네요.무슨 내용인지 모르겠어.... 여기가 백룸인거 같애...영화가",빽룸에 대한 지식을 전혀 모르고도 집중하여 몰입할수 있었습니다예전에 본 끊임없이 이어져있는 큐브를 탈출하던 영화가 생각났습니다영화가 끝난순간은 다시금 빽룸이 가지고 있는 의미에 대해 생각해야 했습니다 쫌난해하긴함엘베를 같이 탄 여고생 두명이 하는 말이 기억에 남네요무슨 내용인지 모르겠어 여기가 백룸인거 같애영화가,Thursday,190,0.49986564924236443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4930677813232699,0.0,0.0,0.0,0.0,0.0,0.5071023845693956,0.0,0.0,0.0,0.0,0.0,0.49986564924236443
10,2026-06-04 12:44:00,와... 영화 끝나고 화장실 갔는데 타일 벽 보고 순간 흠칫함 당분간 노란 조명 있는 텅 빈 복도는 못 갈 듯,와 영화 끝나고 화장실 갔는데 타일 벽 보고 순간 흠칫함 당분간 노란 조명 있는 텅 빈 복도는 못 갈 듯,Thursday,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5511262208104922,0.0,0.0,0.0,0.0,0.5062604634737248,0.0,0.0,0.356877777636761,0.0,0.0,0.0,0.0,0.0,0.0,0.559105073923999,0.0,0.0,0.0,0.0,0.0,0.0
4,2026-06-04 12:16:00,영상미는 좋았지만 내용이 없어요 뭘얘기하려는지 알겠는데 그정도 아님.,영상미는 좋았지만 내용이 없어요 뭘얘기하려는지 알겠는데 그정도 아님,Thursday,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-04 12:10:00,응???네??음...,응네음,Thursday,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2026-06-04 10:49:00,하 진짜 바이럴마켓팅 넘 심하네 돈아까웠다 18,하 진짜 바이럴마켓팅 넘 심하네 돈아까웠다,Thursday,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,2026-06-04 10:22:00,초반부 진짜 좋았고 후반부 진짜 별로였음결과적으로 비추,초반부 진짜 좋았고 후반부 진짜 별로였음결과적으로 비추,Thursday,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2026-06-03 23:29:00,이게 어떻게 8점임? 클레멘타인임?,이게 어떻게 점임 클레멘타인임,Wednesday,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-03 23:20:00,진짜 소름돋게 무서워서 벌벌 떨면서 봤습니다,진짜 소름돋게 무서워서 벌벌 떨면서 봤습니다,Wednesday,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,2026-06-03 22:59:00,공포영화를 평소에 즐겨보는데 근래 본 영화 중에 제일 무섭습니다. 가장 최근에 본 공포영화가 너무 실망해서 안보려다가 본건데 재밌고 무섭고 신선했어요.굳!,공포영화를 평소에 즐겨보는데 근래 본 영화 중에 제일 무섭습니다 가장 최근에 본 공포영화가 너무 실망해서 안보려다가 본건데 재밌고 무섭고 신선했어요굳,Wednesday,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7506060240214237,0.0,0.0,0.0,0.0,0.0,0.0,0.6607500258817625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-03 22:05:00,여름에 딱 보기 좋은 듯! 재밌게 잘 봤음,여름에 딱 보기 좋은 듯 재밌게 잘 봤음,Wednesday,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-03 20:58:00,관객들 모두는 2시간 동안 각자의 백룸을 헤매다 왔겠지.,관객들 모두는 시간 동안 각자의 백룸을 헤매다 왔겠지,Wednesday,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2026-06-03 20:36:00,중고딩이 AI로 영화 혼자 만들어도 이거보단 소재 잘살리겟다..,중고딩이 ai로 영화 혼자 만들어도 이거보단 소재 잘살리겟다,Wednesday,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2026-06-03 19:06:00,무섭네요 누가 그랬나요 갑툭튀 없이도 무섭다고 갑툭튀 꽤 나와요 스토리가 똥망이긴한데 연출과 공간미술은 좋아요 음악도 영화의 긴장에 한몫했어요 개연성이나 스토리의 탄탄함은 없지만 보이는것만으로도 공포 스릴러로써는 좋다고 생각해요 개인적으로 8점이 적당한 것 같아요,무섭네요 누가 그랬나요 갑툭튀 없이도 무섭다고 갑툭튀 꽤 나와요 스토리가 똥망이긴한데 연출과 공간미술은 좋아요 음악도 영화의 긴장에 한몫했어요 개연성이나 스토리의 탄탄함은 없지만 보이는것만으로도 공포 스릴러로써는 좋다고 생각해요 개인적으로 점이 적당한 것 같아요,Wednesday,147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-03 17:55:00,계속되는 긴장감 때문에 손에 땀 흘리면서 봤네요... 평소에 겁 없다고 생각했는데 이 영화는 확실히 달라요... 추천!!,계속되는 긴장감 때문에 손에 땀 흘리면서 봤네요 평소에 겁 없다고 생각했는데 이 영화는 확실히 달라요 추천,Wednesday,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6953379311861457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718682935273804,0.0
10,2026-06-03 17:50:00,갑툭튀 없는데도 무서웠고 꽤 재밌게 봤음,갑툭튀 없는데도 무서웠고 꽤 재밌게 봤음,Wednesday,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,2026-06-03 17:49:00,백룸에 대해 잘 모르는데도 잘 봤습니다,백룸에 대해 잘 모르는데도 잘 봤습니다,Wednesday,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-03 17:41:00,대놓고 무섭게 놀래키는 공포영화 아니고 연출도 좋았어요,대놓고 무섭게 놀래키는 공포영화 아니고 연출도 좋았어요,Wednesday,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-03 17:34:00,생각했던거보다 심오하고 재밌었어요 또 보고싶어요!!,생각했던거보다 심오하고 재밌었어요 또 보고싶어요,Wednesday,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2026-06-03 17:33:00,나 영화 평점 첨 해보는데 이영화땜에 함진짜 배급사 너무 했다 이영화 땜에 네이버 영화 리뷰도 못믿겠다2점도 아깝다 진짜,나 영화 평점 첨 해보는데 이영화땜에 함진짜 배급사 너무 했다 이영화 땜에 네이버 영화 리뷰도 못믿겠다점도 아깝다 진짜,Wednesday,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4529321243882238,0.0,0.0,0.0,0.0,0.0,0.0,0.797422091842041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3987110459210205,0.0,0.0
10,2026-06-03 17:02:00,대놓고 무섭게 놀래키는 공포영화는 아니고 분위기로 압박하는 느낌이라 은근 무서웠습니다 연출도 좋았어요 추천,대놓고 무섭게 놀래키는 공포영화는 아니고 분위기로 압박하는 느낌이라 은근 무서웠습니다 연출도 좋았어요 추천,Wednesday,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,2026-06-03 16:59:00,무서움이 발끝부터 서서히 나를 잠식해버리는 영화ㄷㄷ몰입하느라 무서워 죽을뻔했어요ㅠㅠ,무서움이 발끝부터 서서히 나를 잠식해버리는 영화몰입하느라 무서워 죽을뻔했어요,Wednesday,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-03 16:51:00,보는내내 숨막혓지만 재밋엇음 ㅋㅋ,보는내내 숨막혓지만 재밋엇음,Wednesday,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2026-06-03 16:36:00,"영화스토리가 대체 뭘 말하는지도 모르겠고 영화를 보는 내내 기괴하다는 느낌만 받았다 시간,돈이 아까웠다 이 영화본다면 말리고 싶다 내가 본 영화중 최악에 영화다",영화스토리가 대체 뭘 말하는지도 모르겠고 영화를 보는 내내 기괴하다는 느낌만 받았다 시간돈이 아까웠다 이 영화본다면 말리고 싶다 내가 본 영화중 최악에 영화다,Wednesday,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6960093106928844,0.0,0.0,0.0,0.0,0.7180327565151997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-06-03 16:00:00,정말 재밌어요 시간 날 때 가족들이랑 같이 꼭 한번 보세요^^,정말 재밌어요 시간 날 때 가족들이랑 같이 꼭 한번 보세요,Wednesday,34,0.7020069178504029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7121701252440863,0.0,0.0,0.0,0.0
10,2026-06-03 14:44:00,"유튜브나 짤로 보던 백룸은 애들 장난수준;;큰 화면과 소리, 스토리로 보는내내 긴장감 한가득, 숨통이 꽉 막히는 세련된 공포 그 자체야.몰입이 강해 직접 생존 서바이벌 뛰고 온 기분이야 ~~ 그래서 더욱 더 재밌는!게이머들 심장 단단히 붙잡고 가;;이건 무조건 영화관에서!!",유튜브나 짤로 보던 백룸은 애들 장난수준큰 화면과 소리 스토리로 보는내내 긴장감 한가득 숨통이 꽉 막히는 세련된 공포 그 자체야몰입이 강해 직접 생존 서바이벌 뛰고 온 기분이야  그래서 더욱 더 재밌는게이머들 심장 단단히 붙잡고 가이건 무조건 영화관에서,Wednesday,153,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2026-06-03 14:44:00,익숙한 듯 뒤틀린 듯 끝없이 이어지는 미로와 같은 공간에서 나를 뒤쫓는 육중한 괴성을 뒤로한 채 도망치고 달아나다 문득 깨달았다. 이곳은 나를 지키기 위해 만들었고 어린 날 한때는 훌륭히 작동했지만 지금은 되려 나를 가두고 헤매게 하는 과거의 정형화된 회로가 아닌가 하는..,익숙한 듯 뒤틀린 듯 끝없이 이어지는 미로와 같은 공간에서 나를 뒤쫓는 육중한 괴성을 뒤로한 채 도망치고 달아나다 문득 깨달았다 이곳은 나를 지키기 위해 만들었고 어린 날 한때는 훌륭히 작동했지만 지금은 되려 나를 가두고 헤매게 하는 과거의 정형화된 회로가 아닌가 하는,Wednesday,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
